unit_ID,cycles,time_to_deterioration,setting_1-mean,setting_2-mean,setting_3-mean,T2-mean,T24-mean,T30-mean,T50-mean,P2-mean,P15-mean,P30-mean,Nf-mean,Nc-mean,epr-mean,Ps30-mean,phi-mean,NRf-mean,NRc-mean,BPR-mean,farB-mean,htBleed-mean,Nf_dmd-mean,PCNfR_dmd-mean,W31-mean,W32-mean,setting_1-sd,setting_2-sd,setting_3-sd,T2-sd,T24-sd,T30-sd,T50-sd,P2-sd,P15-sd,P30-sd,Nf-sd,Nc-sd,epr-sd,Ps30-sd,phi-sd,NRf-sd,NRc-sd,BPR-sd,farB-sd,htBleed-sd,Nf_dmd-sd,PCNfR_dmd-sd,W31-sd,W32-sd
4,132,103,29.363108,0.68774,93.6,463.6104,567.6759999999999,1387.6415999999997,1163.128,6.852799999999999,9.8376,235.824,2202.6952,8426.4784,1.048,42.1624,221.7852,2330.5928000000004,8056.783199999998,9.469296,0.0212,339.6,2202.56,97.5888,17.644399999999997,10.561452,13.382005451224414,0.2727617870963599,14.966629547095764,25.341003906712128,34.65819551948236,96.33689323064836,106.85258396501229,3.388392588430882,5.033857268536722,133.34511952073836,141.58688825593984,307.79320991914886,0.102469507659596,3.01976582977334,125.50842223133871,134.61629243025033,81.79946840291811,0.7077279352971734,0.0033166247903553,25.64501251055781,141.73569298756985,5.638677681868327,9.028938697322072,5.428777928020878
4,136,99,26.123344000000003,0.630504,93.6,468.4968,573.8696000000001,1403.8032,1181.9436,7.6084,10.9564,264.8768,2214.4528000000005,8475.478,1.0688000000000002,42.50599999999999,249.1348,2330.6036,8060.303199999999,9.403228,0.022,343.96,2214.32,97.5888,19.6464,11.760852000000002,14.179033411992512,0.3109177885443888,14.966629547095764,27.122841652993007,37.65342674533976,105.07977908554372,120.1199093225876,3.5995239037035622,5.3993247108627695,145.02830714266327,148.0045137971587,337.8340728819401,0.1204270180095258,3.278843800284892,136.64941819366325,134.61441994575964,84.30379908007306,0.7498735179570841,0.0040824829046386,27.93367143789015,148.151870277316,5.638677681868327,9.73943268368338,5.867604115687539
4,139,96,25.603500000000004,0.6281599999999999,95.2,471.13520000000005,578.5028,1416.7248000000002,1195.1452,7.792399999999999,11.2764,274.61800000000005,2234.3916,8518.8548,1.0764000000000002,42.9228,258.34,2344.9944,8068.817199999999,9.335268,0.022,347.32,2234.28,98.1916,20.278,12.139608,14.414211169305563,0.3086239243264634,13.2664991614216,27.61475422668105,37.79868235357772,102.87509688614314,117.20502780455568,3.654243286920016,5.469830040016479,145.77911421622326,136.97720660995634,330.3138922439281,0.1168645940109036,3.069161829120996,137.36434295939637,119.32478490377986,75.93376442224715,0.6823756692125923,0.0040824829046386,27.372005163426856,137.1035253619201,4.998153559065584,9.836067981329398,5.926335057740154
4,148,87,26.764492,0.6349560000000001,93.6,468.4492,573.6836000000001,1403.686,1184.0656,7.410799999999999,10.6636,257.3176,2214.4336,8479.1568,1.0692,42.524800000000006,242.1428,2330.6232,8064.7144,9.418816,0.022,344.0,2214.28,97.5888,19.1032,11.439528,14.246482119044922,0.2908763068728699,14.966629547095764,26.044213995946706,36.37128353064636,102.07585937265809,113.11910397452768,3.5073956625013563,5.241003307255841,139.86760154040917,146.94620137655824,326.9180478055624,0.1170441512136908,3.171189471896415,131.88596445793615,134.6164711851166,85.18402506143194,0.7379731006163662,0.0040824829046386,27.26719640887196,147.09875367702247,5.638677681868327,9.460655245101506,5.696690530000729
4,157,78,25.443992,0.605696,93.6,471.52600000000007,577.4396,1413.5772,1196.56,7.704400000000001,11.098400000000002,268.5844,2221.8848000000003,8511.998,1.0812,42.784000000000006,252.8492,2330.6388,8070.0688,9.392404,0.0224,346.72,2221.72,97.5888,19.8352,11.899207999999998,14.69457971637048,0.2939500488745211,14.966629547095764,26.180392949686592,37.16062381518014,105.34942246005276,116.09499357566344,3.5799675045080126,5.3616537249869705,143.36668049329546,149.93000670090476,334.1352226768876,0.1219398758951858,3.246444208668924,135.17233681859616,134.59892373021907,86.37161311835432,0.7543890212615769,0.0043588989435406,27.500787867501785,150.09872306807495,5.638677681868327,9.718626497607572,5.857059108312521
4,163,72,26.443756,0.621192,93.6,468.6712,573.9123999999999,1404.9531999999997,1187.8628,7.3856,10.627599999999996,256.56160000000006,2215.1096,8487.5912,1.0776,42.6172,241.5852,2330.672,8072.0836,9.408032,0.0224,344.44,2214.92,97.5888,19.0328,11.433744,14.15669919143348,0.2792183179879142,14.966629547095764,24.52194311903796,34.73695262013254,99.68996989500332,110.08036161217254,3.3378462117559176,4.983797313963186,133.26003988693185,145.72005539961435,315.75313763708914,0.1197664393726389,3.099480494104348,125.52648973822218,134.60704547558672,85.74559273805276,0.7481286546666511,0.0043588989435406,26.067348669679983,145.90376965657876,5.638677681868327,9.059534351536325,5.4565975787023175
4,167,68,27.76354,0.6505239999999999,93.6,465.5944,570.1384,1395.5672,1176.4068,7.092,10.1928,245.24400000000003,2207.7104,8457.9956,1.0656,42.3916,230.8376,2330.7072,8070.0528,9.436936,0.022,342.0,2207.48,97.5888,18.2664,10.972,13.58972326944151,0.27411973247713,14.966629547095764,23.998219392279907,33.495279353962694,96.36995125210626,107.21992836843964,3.22984132737198,4.809631413459177,128.31798568400302,142.27394805679177,304.56858479221586,0.1143853137426304,3.0197125691032247,120.98731397960697,134.6227375705902,84.58214092033064,0.7314716136438016,0.0040824829046386,25.30974779276422,142.4462237711715,5.638677681868325,8.688889879226997,5.24183341875722
4,178,57,30.043191999999998,0.7062439999999998,96.8,462.0848,568.6143999999999,1396.4403999999995,1173.4011999999998,6.5288,9.4572,229.40760000000003,2226.6036000000004,8463.8956,1.0616,42.6408,215.9536,2359.5692,8086.059200000001,9.357084,0.0216,342.0,2226.36,98.7944,17.16,10.299132,11.86135248562602,0.2155381367647034,11.07549848389077,20.15741491362422,26.891144465542308,74.18382716154062,82.32337858105679,2.5711821535369026,3.782172567894455,98.57226926981032,105.52774595179538,233.5111962354981,0.0942814934120159,2.1747776131518988,92.83144110339629,99.6281473747923,62.84553397815954,0.5393587208281085,0.0037416573867739,19.18766965180156,105.68856765674012,4.172694053805845,6.8417401538887255,4.129841650689124
4,189,46,29.641796,0.6962160000000001,96.8,463.2696,570.1596,1400.7607999999998,1178.4172,6.692800000000001,9.7028,235.6288,2229.4168,8480.544399999999,1.0632,42.7668,221.8748,2359.6172,8090.9404,9.35224,0.0216,343.2,2229.12,98.7944,17.5732,10.522875999999998,12.705186077624628,0.2420401527983873,11.075498483890769,22.538284184915227,29.92618773471377,81.7162882539338,91.78331173294342,2.9405845790704044,4.346192318186883,113.48014563202968,108.8752675741067,258.1681709028697,0.0980527069148696,2.3808676989702726,106.94797649324649,99.60200866113762,64.42057651868703,0.5513653575443418,0.0037416573867739,21.08119224964913,109.05591837829496,4.172694053805845,7.824435932811174,4.68185743146528
5,101,53,23.243412000000003,0.579056,92.0,472.8524000000001,577.7868,1408.4736000000005,1191.1188,8.128,11.669199999999998,281.5184,2211.5772,8505.2804,1.0856,42.49999999999999,265.1088,2316.2504,8060.7164,9.400508,0.0228,345.44,2211.4,96.986,20.8616,12.533836,13.330313101890496,0.2969633424066569,16.32993161855452,24.86640643518881,36.88768445339628,108.27767836601105,120.18791010746465,3.2695208619408844,4.969107834075113,136.5475791522257,161.8928703011141,346.3759981638449,0.1298101177361251,3.4814029738981183,128.77557844042735,146.8583638657783,94.1988714493616,0.8350977307676829,0.0045825756949558,28.404929149709208,162.10361912472322,6.152301737290414,9.175174694068048,5.501479576507881
5,111,43,25.803468,0.6158399999999999,95.2,469.3796,576.2751999999999,1411.1991999999998,1190.126,7.684399999999999,11.123200000000002,271.3156,2230.2452000000003,8512.5216,1.0816,42.7796,255.5264,2345.076,8078.742799999999,9.301656,0.0224,345.88,2230.04,98.1916,20.0408,12.019456,14.79617391097892,0.3200866731579641,13.2664991614216,27.54690703751208,37.49769238677673,105.0027936501374,118.18438172336197,3.697561223292997,5.532466086656111,147.66752021235632,135.5184334054474,329.25221570603475,0.1231421942308971,3.083192987796904,139.35504968963272,119.31286700659462,78.02117850942793,0.6974537440337294,0.0043588989435406,27.195771730178937,135.69158657288477,4.998153559065584,9.981570901750215,5.980400839971627
5,125,29,26.803064,0.66622,95.2,468.8512,575.6412,1410.7916,1185.408,7.4176,10.714,259.3544,2229.212,8505.4692,1.066,42.678,244.0948,2345.1408,8077.129599999998,9.376532,0.0216,345.64,2228.96,98.1916,19.2776,11.537792,12.770163136418162,0.2591489436598189,13.2664991614216,24.47396223880936,33.74934842827834,94.13519938896394,101.33231945764722,3.1198668240807965,4.655209447489984,123.52497379342635,131.8491439107589,296.54624952554485,0.1038428299563014,2.7937191459892072,116.6113720555018,119.31342610676026,75.05393430060816,0.650085187827975,0.0037416573867739,24.433378808507022,132.03486913185722,4.998153559065584,8.399853312211272,5.042473962494336
5,130,24,25.802879999999995,0.642624,95.2,470.4356,577.6492,1416.6128,1193.1764,7.619200000000001,11.014,267.26160000000004,2233.0672,8525.8096,1.0756,42.864,251.5684,2345.1672000000003,8081.9464,9.354204,0.022,347.28,2232.8,98.1916,19.8076,11.84358,13.07598681722212,0.269250478613007,13.2664991614216,24.447081127747467,33.95514797984738,95.2667555481274,105.27759332988823,3.152116907730422,4.71431066010716,125.55810469924538,133.0332772128839,301.5912363265884,0.1103056359998587,2.854313986465632,118.4149543864006,119.29324462293192,77.0616140868245,0.6597107563672633,0.0040824829046386,24.89732247987053,133.24476224852765,4.998153559065585,8.513447832693872,5.1269667786291215
5,143,11,23.203212,0.57084,95.2,475.4888,584.2196,1434.1712000000002,1218.1224,8.3596,12.1216,296.4648,2245.1028,8589.7612,1.098,43.4412,279.23080000000004,2345.264,8097.581999999999,9.297136,0.0228,352.48,2244.72,98.1916,21.6748,12.990548,15.226531691872578,0.3324111071650083,13.2664991614216,28.480314593299923,39.3717264755645,109.96981257448184,126.37301723733069,3.850338166966636,5.784943589468555,154.89310602046388,141.01293178050489,348.2458723172465,0.1278671185254442,3.221586462184948,146.04230656788008,119.2783806898803,81.58736769051126,0.7116977248570255,0.0045825756949558,28.666356587470265,141.2688099569989,4.998153559065586,10.44187328340402,6.256743005291704
5,150,4,23.962636000000003,0.5583400000000001,95.2,473.378,581.6484,1431.1619999999998,1219.0908,8.126,11.7868,288.644,2240.08,8584.0496,1.1028,43.494,272.0248,2345.3628,8108.4636,9.29662,0.0236,351.52,2239.6,98.1916,21.084399999999995,12.633560000000005,16.16537530850738,0.3409032609602515,13.2664991614216,29.030972971408755,39.85762512577319,111.67977812328722,128.15280764644476,4.023108251091436,6.0280336207865775,160.73113704776267,140.08056994101642,350.64410577155485,0.1326813224735619,3.238743326250682,151.5702410083633,119.2529030226658,82.16054308892244,0.720785484153688,0.0048989794855663,28.94840237387894,140.3753895809376,4.998153559065584,10.859144027040069,6.516688338859956
6,113,62,28.122760000000003,0.637396,92.0,465.278,568.2656,1387.2504,1168.7288,7.0384,10.0672,240.854,2193.0056000000004,8421.0076,1.0619999999999998,42.1176,226.71760000000003,2316.054,8047.2912,9.49414,0.022,339.72,2193.0,96.986,17.9944,10.787056,14.623775754543235,0.2929528225386015,16.32993161855452,25.6310555446578,35.96099114318179,104.11325521917628,114.06522733068132,3.565863242844104,5.312325699101414,141.78070875475265,154.45776289113263,327.7583325826108,0.12,3.320394404283924,133.67107011491555,146.89490029723063,91.86465303731724,0.7953072137021432,0.0040824829046386,27.312268305653408,154.57172013879728,6.152301737290414,9.609500108399676,5.790170650196763
6,133,42,27.962784000000003,0.6125039999999999,93.6,466.9904,571.8584,1399.9188000000004,1185.6324,7.1528,10.298000000000002,249.086,2210.5728,8457.1116,1.0756,42.6188,234.504,2330.4264000000003,8057.7908,9.4088,0.0224,343.28,2210.6,97.5888,18.3864,11.035364,16.264799609142642,0.3196304395704514,14.966629547095764,28.149741336881466,38.6145566982194,107.85861556995188,121.38395409059083,4.002068756697383,5.9580701573580015,157.9145468547256,147.79316494457154,340.636319575585,0.1263619140933427,3.275579236308187,148.79804501403908,134.62795459091444,86.29979175911535,0.7632390500360945,0.0043588989435406,28.74096959626333,147.8735383134296,5.638677681868324,10.676029958119576,6.429585431547408
6,163,12,27.643632000000004,0.6299119999999999,96.8,466.6528,574.6496,1414.6376,1200.0116,7.2784,10.582,259.1324,2236.91,8487.0956,1.082,43.242,244.12240000000003,2359.1716,8066.196800000001,9.30868,0.0232,346.68,2237.0,98.7944,19.0532,11.426448000000002,15.597018483423897,0.3257953477261454,11.075498483890772,28.05435015584332,37.083423124984925,99.91193060557552,115.26581846179148,3.866029056624725,5.754265084845038,151.69264790138425,117.90098027582296,313.01792219828764,0.121037184369102,2.8524667687225858,142.93294544645752,99.6334854052592,64.6305372044309,0.6163534591990756,0.0047609522856952,26.127444064303983,117.88589115468116,4.172694053805845,10.28452142785458,6.140282598689303
6,174,1,27.683499999999995,0.6611159999999998,98.4,467.05480000000006,576.7988,1423.0235999999998,1205.0328000000002,7.2852,10.6316,261.2164,2251.5520000000006,8502.699200000001,1.078,43.5436,245.89479999999995,2373.5504,8066.392000000001,9.287212,0.0236,348.6,2251.68,99.3972,19.2052,11.486912000000002,14.259678386947112,0.2984004449840293,7.999999999999999,26.631274709759317,34.35998439561151,88.67236594527822,105.19275353369169,3.518494138122159,5.226511487917475,136.74481415761258,94.94332993949598,280.486875894993,0.1087428158546577,2.349380911360835,128.892942951376,71.99217500765853,48.97789484383069,0.4888856881726033,0.0048989794855663,23.49468024894146,94.85459047053725,3.013999999999999,9.248432804174625,5.54864591727267
7,105,69,23.602344,0.607756,95.2,475.36,583.5556,1428.7196,1206.882,8.1304,11.763600000000002,286.664,2244.7192,8548.769199999999,1.0904,43.0668,269.99,2344.8924,8062.592800000001,9.297848,0.0224,350.0,2244.72,98.1916,21.1392,12.71102,12.984392997880189,0.2702508558111641,13.2664991614216,23.824997551591327,34.19220855204686,95.56104421084288,104.40785327263464,3.1131742643160845,4.680838493261651,125.85542605174666,136.25186148330843,303.986795929253,0.113888834688334,2.884704953139344,118.71332289736198,119.346642226192,77.50784839399597,0.6734813256010396,0.0043588989435406,25.0549396327351,136.3703657935501,4.998153559065584,8.550908782111993,5.119157831209479
7,110,64,25.202756000000004,0.6383240000000001,93.6,471.4448,577.31,1411.4168,1187.6628,7.6728,11.034399999999998,265.8636,2221.7852,8493.588,1.0736,42.5536,250.32160000000005,2330.5148,8053.892000000001,9.407612,0.022,345.44,2221.76,97.5888,19.7764,11.879636,12.152164452237855,0.242032360577396,14.966629547095764,22.313828134141392,32.88454664935087,93.80127756414976,101.27557432240674,2.8281258812153323,4.250881359592777,114.8067484906702,146.4163224370835,300.387119425362,0.1095019025709903,2.9979533018377724,108.29175790736184,134.63388541151147,83.77938230853698,0.7273486763123539,0.0040824829046386,24.842973520360506,146.56036299081686,5.638677681868327,7.824261349588641,4.683184455125949
7,112,62,24.922712,0.6383639999999999,93.6,471.6224,577.5744,1411.3108,1188.7216,7.735599999999998,11.126,268.1148,2222.2332,8495.5576,1.0736,42.5476,252.4104,2330.5232,8053.5892,9.40558,0.022,345.6,2222.2,97.5888,19.9548,11.974760000000002,11.825334418820184,0.2420743736953583,14.966629547095764,22.11132953940129,32.73051978913055,93.07173590480264,101.22181713444984,2.757642531825569,4.155755045716723,112.76454141706073,146.4040551214344,300.0056378398023,0.1095019025709903,3.000032333159095,106.36987404335872,134.63762731619025,83.63265350726752,0.7274241128805121,0.0040824829046386,24.802553631968355,146.54635216658696,5.638677681868327,7.6629107393992255,4.582862320009915
7,150,24,21.883104,0.53498,93.6,476.6344,583.9408,1430.7224,1220.74,8.434800000000001,12.182,296.9916,2234.3504000000003,8575.7192,1.11,43.2464,279.584,2330.7284,8085.900399999999,9.322152,0.0236,351.08,2234.12,97.5888,21.7516,13.094048,14.348511490350957,0.3000516733275564,14.966629547095764,24.85268313482469,36.83753327337033,107.78646255753397,118.098923153431,3.4417220980201173,5.209288179140537,141.50961662492531,153.20690423084727,341.0018331563631,0.132413493773608,3.3612558169033586,133.44252320755928,134.58320684245862,91.47210054983972,0.7940769007260359,0.0048989794855663,27.65097948837738,153.44198686582928,5.638677681868327,9.582516057904623,5.755561201287557
7,166,8,19.923192,0.50126,93.6,479.7588,588.1016000000001,1443.8116,1236.866,8.925999999999998,12.9096,315.4936,2241.984,8628.5672,1.1216,43.562000000000005,297.11120000000005,2330.8872,8103.868399999999,9.29704,0.024,354.56,2241.6,97.5888,23.0372,13.827084,13.97442271523586,0.3113258649175597,14.966629547095764,25.07052574239319,37.71640554630483,111.0547803518606,122.5511846807964,3.441770377775561,5.247576805853663,143.7598297184115,155.98654092581194,353.5063661204229,0.1359742622704753,3.460057802985379,135.68501183255282,134.48263752618774,93.85666677084436,0.8088747142378311,0.0049999999999999,28.69825778684135,156.32391584996415,5.638677681868327,9.642467059834845,5.77593024734833
7,169,5,17.083176,0.463268,92.0,484.0700000000001,592.2108000000001,1452.3148,1245.8784,9.5336,13.750800000000002,334.9476,2238.9044,8654.5136,1.13,43.60360000000001,315.4636,2316.5252,8099.8456,9.3326,0.0248,356.68,2238.48,96.986,24.448400000000003,14.684508,11.449944150419832,0.2931266531154522,16.32993161855452,21.89848967394782,36.87070550360182,114.0463414260478,123.94536486828918,2.9285133885073265,4.611817176197108,132.12832576325184,170.7633498949155,362.3828563697054,0.1393137944832934,3.720210433116207,124.73126415351256,146.69979448179197,102.13222039265234,0.8843575747399914,0.0050990195135927,29.35801991506466,171.15639047374188,6.152301737290414,8.715244632252157,5.211016629452772
8,104,47,21.002728,0.527068,96.8,479.8036,590.6412000000001,1448.7872,1235.2916,8.854800000000001,12.904000000000002,319.2668,2268.8256,8628.6844,1.122,43.86879999999999,300.5264,2359.3584,8087.164000000002,9.15196,0.024,356.28,2268.76,98.7944,23.2684,13.914063999999998,15.165505735839035,0.33385467362312,11.07549848389077,27.45544176175886,37.53502223701663,102.28954970735442,117.19416299031278,3.7731961694740086,5.663352952683302,151.33089095092248,124.41302216408056,324.0279096399979,0.128387434483805,2.8943642364659863,142.5914762202379,99.60678518889496,69.28682294154738,0.6560390270403128,0.005,26.60281939945464,124.52887215421168,4.172694053805845,10.224708911912034,6.1268416350977
8,110,41,21.523052,0.539864,92.0,477.114,583.1132000000001,1425.4168,1210.3036,8.585600000000001,12.3484,299.13120000000004,2221.7224,8545.477200000001,1.0984000000000005,42.95320000000001,281.56199999999995,2316.19,8060.676000000001,9.383748,0.0232,349.84,2221.6,96.986,22.0052,13.164552,13.962020211217048,0.3090597688689573,16.32993161855452,25.78188963852984,38.966070895074864,113.51287778338926,125.95311289920546,3.486369984190816,5.31880443959605,146.2415711337466,167.09334063829917,363.0023674913614,0.1351135325075422,3.596760950262518,137.9697618743566,146.8724323747199,95.28464391845452,0.8646360106619048,0.0047609522856952,29.50519728228684,167.27273138998677,6.152301737290414,9.824700215952308,5.885526163756871
8,124,27,25.362252,0.58548,93.6,468.6776,574.1156,1410.1732000000002,1193.0212,7.541999999999999,10.8668,263.4564,2215.0736,8488.771200000001,1.0916,42.79559999999999,248.1564,2330.5924,8070.5204,9.369388,0.0232,345.36,2214.96,97.5888,19.528,11.70016,14.534580999754802,0.2962896724491085,14.966629547095764,24.20203784119565,34.35405884317019,100.47838647025873,114.84081287881354,3.355718998962815,5.028875553573913,135.28971286588398,145.4483686994575,320.1351192507104,0.1300538350068924,3.1967028326073725,127.63055315636612,134.62056301199553,87.65747888229502,0.7701148806725744,0.0047609522856952,26.057436558495155,145.60719991355737,5.638677681868325,9.207677955561508,5.517981807463667
8,132,19,23.60124,0.5914759999999999,92.0,474.2528,579.7228,1418.9164,1202.1484,8.1104,11.6412,279.9668,2214.9068,8513.846800000001,1.0796,42.8208,263.5128,2316.2072,8054.6496,9.470304,0.0228,347.84,2214.76,96.986,20.678799999999995,12.382856000000002,13.53421283128428,0.2864635582990152,16.32993161855452,25.09013078217541,37.532603329194565,109.18291631783184,119.3315004752168,3.3438930405541774,5.068463212190983,138.0233504616761,163.62970247177006,347.511388251282,0.1240792757339704,3.473753877291827,130.1864416430016,146.89040017191954,91.08802782107723,0.8151484212910761,0.0045825756949558,28.392604670935,163.7778678576565,6.152301737290412,9.27674436426918,5.559492997348469
